370,186
369,180
373,174
374,173
373,172
370,176
372,175
373,185
371,187
372,188
375,184
371,185
369,185
366,188
368,194
368,193
369,197
372,199
369,200
366,196
364,196
363,197
364,200
369,207
370,206
364,210
363,207
364,206
364,201
364,197
364,198
361,193
362,193
362,193
362,190
360,185
363,186
359,179
356,171
356,172
349,161
345,153
346,154
346,145
352,136
350,136
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
